Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5,MA20,MA60,MA120,MACD,MACD_Signal,MACD_Histogram,RSI
2025-05-28,53968.96898060152,55757.99557664356,53869.57861415474,55559.21484375,17516283,0.0,0.0,54346.65078125,55270.9814453125,55716.7685546875,54834.0103515625,-269.27726824150886,-159.677751080919,-109.59951716058987,55.96331995378937
2025-05-29,55857.38254790552,56056.16326871658,55261.04038547237,55757.9921875,12936810,0.0,0.0,54624.94375,55285.88984375,55748.6046875,54838.247265625,-188.86849997555692,-165.51590085984657,-23.352599115710348,55.96330407548604
2025-05-30,55857.3828125,56851.28642126334,55459.82136899466,55857.3828125,26219683,0.0,0.0,55022.5046875,55305.7677734375,55782.097330729164,54849.854720052084,-115.78923281590687,-155.57056725105863,39.78133443515176,41.46340995810489
2025-06-02,55956.774744168135,56950.678380831865,55857.38438050176,56453.7265625,12870515,0.0,0.0,55439.94453125,55370.371484375,55833.76263020833,54877.062890625,-9.642280108870182,-126.38490982262095,116.74262971375077,49.38271425230403
2025-06-04,56851.286737673014,57547.0192676795,56453.72529195502,57447.62890625,19649983,0.0,0.0,56215.1890625,55544.3044921875,55897.05279947917,54917.46031901042,152.9168274121257,-70.52456237567162,223.44138978779733,52.325565984835784
2025-06-05,57745.79951882403,59534.82600994078,57547.01879758883,58739.703125,23266027,0.0,0.0,56851.28671875,55767.9328125,55991.75787760417,54968.62503255208,381.60675728000206,19.901701555463113,361.70505572453897,59.183662829496164
2025-06-09,60031.77968227425,60031.77968227425,59137.26640886288,59435.4375,19609659,0.0,0.0,57586.77578125,56026.3478515625,56098.05852864583,55029.67646484375,611.931162364177,138.3075937172059,473.6235686469711,65.00000786042402
2025-06-10,59634.21663851351,59733.60699957771,58441.53230574325,58839.09375,15305760,0.0,0.0,58183.11796875,56245.006640625,56196.06686197917,55080.85166015625,737.8396003946327,258.2139950526913,479.6256053419414,67.7083226719539
2025-06-11,59137.266668405675,59733.60885329716,59037.87630425709,59534.828125,13610734,0.0,0.0,58799.33828125,56359.3056640625,56284.263411458334,55134.553483072916,883.5775620949134,383.28670846113573,500.2908536337777,69.60783822638089
2025-06-12,59336.04634978992,59634.217436974795,58938.48490021009,59137.265625,17755115,0.0,0.0,59137.265625,56488.5130859375,56369.127278645836,55190.666796875,955.9760783889215,497.8245824466929,458.15149594222856,68.26922241172049
2025-06-13,59832.99894135935,59832.99894135935,57348.23984911021,57944.58203125,20705979,0.0,0.0,58978.24140625,56533.238671875,56434.1130859375,55231.934375,906.6613975977525,579.5919454769048,327.0694521208477,66.9811453673932
2025-06-16,57646.41198645105,57745.80235194493,56553.117966018355,56851.2890625,22200872,0.0,0.0,58461.41171875,56528.269140625,56433.1224609375,55264.09117838542,770.4779618913017,617.7691487597842,152.70881313151745,63.392859649369065
2025-06-17,57447.62969287866,59435.43694868761,57050.06824171687,57745.80078125,28637003,0.0,0.0,58242.753125,56592.8728515625,56447.040364583336,55288.164322916666,726.3582224558559,639.4869634989986,86.87125895685722,64.65517825536608
2025-06-18,57646.41095317726,59435.4375,57547.02058946488,59435.4375,17620705,0.0,0.0,58222.875,56791.653515625,56474.29837239583,55324.68219401042,818.2997235681905,675.2495155128371,143.05020805535344,73.59999647853225
2025-06-19,60131.16844383446,60230.558804898654,58640.31302787162,58839.09375,16876278,0.0,0.0,58163.240625,56955.6474609375,56463.62298177083,55360.31946614583,833.4367290144,706.8869582131497,126.54977080125036,64.8648485966497
2025-06-20,59037.87526260504,59435.43671218488,58739.70417542017,59137.265625,18072251,0.0,0.0,58401.77734375,57144.4890625,56433.21634114583,55409.890462239586,859.5841423524325,737.4263950410062,122.1577473114263,65.17856829543373
2025-06-23,58043.97160560345,58143.36196794181,57248.848706896555,57646.41015625,16551694,0.0,0.0,58560.8015625,57308.483203125,56397.72278645833,55441.313216145834,751.3455354394682,740.2102231206986,11.135312318769593,57.142857142857146
2025-06-24,59037.877840909096,60230.56224173554,58938.487474173555,60131.171875,23737899,0.0,0.0,59037.87578125,57621.562890625,56415.1689453125,55508.162434895836,856.1954758445427,763.4072736654674,92.78820217907526,62.758621250445884
2025-06-25,61125.07369621737,61224.46405995106,59932.38933141313,60926.29296875,23933612,0.0,0.0,59336.046875,57949.551171875,56419.51953125,55582.45543619792,992.0141149699411,809.1286419263622,182.88547304357894,62.23776166117537
2025-06-26,60926.29401993355,60926.29401993355,59534.82890365448,59833.0,19402300,0.0,0.0,59534.828125,58262.630859375,56399.06171875,55643.54876302083,999.9054715927487,847.2840078596395,152.62146373310918,53.90071791807104
2025-06-27,60100.0,61600.0,60000.0,60800.0,17340470,367.0,0.0,59867.375,58524.6701171875,56415.178385416664,55705.34033203125,1071.8328253958825,892.1937713668882,179.63905402899434,54.776103077899066
2025-06-30,61200.0,61200.0,59800.0,59800.0,17110294,0.0,0.0,60298.09296875,58726.7705078125,56454.3845703125,55765.34085286458,1036.1994664052181,920.9949103745541,115.20455603066398,53.27084312845311
2025-07-01,60400.0,61100.0,60200.0,60200.0,13650991,0.0,0.0,60311.85859375,58943.9013671875,56483.69231770833,55824.862532552084,1028.3818835332786,942.4723050062992,85.90957852697943,52.31071021866827
2025-07-02,60200.0,60900.0,59800.0,60800.0,15047951,0.0,0.0,60286.6,59161.2150390625,56523.00006510417,55893.50100911458,1058.4007928668507,965.6580025784095,92.74279028844114,55.69598436180246
2025-07-03,61300.0,63800.0,61100.0,63800.0,32040639,0.0,0.0,61080.0,59478.83359375,56632.1859375,55985.49280598958,1309.1745731952396,1034.3613167017756,274.813256493464,67.8486318113244
2025-07-04,64700.0,64700.0,63000.0,63300.0,23748959,0.0,0.0,61580.0,59706.8484375,56757.886067708336,56065.084309895836,1450.8443489716665,1117.657923155754,333.18642581591257,70.39479828685029
2025-07-07,62900.0,63300.0,61700.0,61700.0,17164708,0.0,0.0,61960.0,59820.0765625,56904.958203125,56118.99205729167,1417.6700211728967,1177.6603427591826,240.00967841371403,61.971405574463084
2025-07-08,61600.0,62400.0,61000.0,61400.0,20213724,0.0,0.0,62200.0,59948.121875,57042.060807291666,56174.5166015625,1351.591331060772,1212.4465404195007,139.14479064127136,56.49418667713461
2025-07-09,61400.0,61400.0,60200.0,60400.0,17533415,0.0,0.0,62120.0,59991.38046875,57170.77923177083,56206.06393229167,1204.645447570525,1210.8863218497056,-6.240874279180616,55.02571264422172
2025-07-10,60600.0,61200.0,60400.0,61000.0,14768473,0.0,0.0,61560.0,60084.5171875,57253.176497395834,56252.4916015625,1123.6520009890373,1193.439457677572,-69.78745668853458,55.88317446154999
2025-07-11,61300.0,62800.0,61200.0,62600.0,19140650,0.0,0.0,61420.0,60317.2880859375,57382.118489583336,56318.83948567708,1175.025773599118,1189.7567208618811,-14.730947262763038,65.5380653003111
2025-07-14,62300.0,62600.0,61800.0,62500.0,13563846,0.0,0.0,61580.0,60599.7236328125,57492.828776041664,56394.23440755208,1193.908065261152,1190.5869897417354,3.3210755194165813,58.73757199181831
2025-07-15,62300.0,63800.0,62000.0,63700.0,18442202,0.0,0.0,62040.0,60897.43359375,57616.91302083333,56481.276041666664,1290.8225893238705,1210.6341096581623,80.1884796657082,59.93427228733279
2025-07-16,63700.0,64700.0,63100.0,64700.0,23042660,0.0,0.0,62900.0,61160.66171875,57789.13756510417,56578.29772135417,1431.8146228280093,1254.8702122921318,176.94441053587752,67.54885699862984
2025-07-17,65900.0,66800.0,64400.0,66700.0,39448683,0.0,0.0,64040.0,61553.70703125,57988.06940104167,56687.0458984375,1685.5056505269458,1340.9972999390948,344.50835058785106,69.79865771812081
2025-07-18,67000.0,67800.0,66300.0,67100.0,23951531,0.0,0.0,64940.0,61951.84375,58190.3548828125,56804.067578125,1896.9672175215237,1452.1912834555806,444.77593406594315,75.52447552447552
2025-07-21,67400.0,68800.0,67200.0,67800.0,17723148,0.0,0.0,66000.0,62459.5232421875,58402.65052083333,56929.39270833333,2096.8648302093425,1581.125992806333,515.7388374030095,76.02739726027397
2025-07-22,68100.0,68500.0,65600.0,66000.0,20829006,0.0,0.0,66460.0,62752.9646484375,58591.57220052083,57038.89446614583,2085.9941298341655,1682.0996202118995,403.894509622266,66.45569620253164
2025-07-23,66200.0,66500.0,64900.0,66400.0,15687058,0.0,0.0,66800.0,63026.65,58775.56497395833,57145.14264322917,2085.614018374021,1762.8024998443238,322.81151852969697,59.84848484848485
2025-07-24,66500.0,66800.0,65900.0,66000.0,12660193,0.0,0.0,66660.0,63335.0,58952.89108072917,57252.99765625,2029.6396972200746,1816.1699393194742,213.46975790060037,60.30534351145038
2025-07-25,65700.0,66300.0,65500.0,65900.0,8080910,0.0,0.0,66420.0,63590.0,59128.550520833334,57360.0193359375,1954.6781670029377,1843.871584856167,110.80658214677078,68.10344827586208
2025-07-28,68200.0,70400.0,67200.0,70400.0,35332500,0.0,0.0,66940.0,64120.0,59377.553450520834,57515.2447265625,2232.6464476931724,1921.626557423568,311.0198902696043,78.48101265822785
2025-07-29,70800.0,70800.0,68800.0,70600.0,28190940,0.0,0.0,67860.0,64640.0,59629.88971354167,57683.663834635416,2440.9390157816233,2025.4890490951793,415.449966686444,84.0
2025-07-30,71000.0,73700.0,70600.0,72600.0,34761444,0.0,0.0,69100.0,65230.0,59920.52884114583,57854.75244140625,2735.8583894602343,2167.5629171681903,568.295472292044,85.3658536585366
2025-07-31,73000.0,74000.0,71000.0,71400.0,26568072,0.0,0.0,70180.0,65610.0,60211.04602864583,58014.19436848958,2840.016207704619,2302.0535752754763,537.9626324291426,77.5
2025-08-01,70200.0,72000.0,68800.0,68900.0,24038534,0.0,0.0,70780.0,65890.0,60454.927083333336,58143.74596354167,2689.8262794607,2379.608116112521,310.2181633481787,67.3913043478261
2025-08-04,69500.0,70200.0,68700.0,69700.0,14780072,0.0,0.0,70640.0,66290.0,60712.14147135417,58282.434309895834,2605.320480643277,2424.750589018672,180.56989162460468,66.66666666666666
2025-08-05,71000.0,71500.0,69700.0,69900.0,14392903,0.0,0.0,70500.0,66715.0,60969.376171875,58407.14547526042,2525.3763877732854,2444.875748769595,80.5006390036906,65.11627906976744
2025-08-06,69200.0,69400.0,68300.0,68800.0,12542415,0.0,0.0,69740.0,67135.0,61161.89537760417,58521.8666015625,2346.213621134142,2425.1433232425043,-78.92970210836211,56.441717791411044
2025-08-07,70800.0,71000.0,69700.0,70500.0,7898189,0.0,0.0,69560.0,67610.0,61394.343424479164,58649.93102213542,2314.7189906204585,2403.058456718095,-88.33946609763643,59.659090909090914
